14.4202	0.492895	559	-1	0	-1
11.2523	0.39525	559	-1	1	-1
10.8368	0.428158	559	-1	2	-1
11.9212	0.449737	559	-1	3	-1
13.3279	0.49027	559	-1	4	-1
7.89017	0.421176	559	-1	5	-1
11.1077	0.50303	559	-1	6	-1
15.1334	0.503684	559	-1	7	-1
10.812	0.472857	559	-1	8	-1
13.6823	0.463846	559	-1	9	-1
11.7417	0.4055	559	-1	10	-1
10.8368	0.428158	559	-1	11	-1
14.7008	0.43	559	-1	12	-1
11.2371	0.493529	559	-1	13	-1
10.3398	0.500313	559	-1	14	-1
15.2784	0.543143	559	-1	15	-1
11.0495	0.523871	559	-1	16	-1
11.097	0.464722	559	-1	17	-1
10.3014	0.510645	559	-1	18	-1
14.3795	0.531429	559	-1	19	-1
15.1334	0.503684	559	-1	20	-1
11.1077	0.50303	559	-1	21	-1
9.99072	0.469412	559	-1	22	-1
12.0937	0.496286	559	-1	23	-1
10.9262	0.55963	559	-1	24	-1
13.3168	0.43625	559	-1	25	-1
14.0236	0.501351	559	-1	26	-1
15.2784	0.543143	559	-1	27	-1
8.98342	0.516786	559	-1	28	-1
13.3279	0.49027	559	-1	29	-1
16.4161	0.534595	559	-1	30	-1
13.558	0.519714	559	-1	31	-1
8.23574	0.348205	559	-1	32	-1
6.62028	0.24	559	-1	33	-1
9.81266	0.478182	559	-1	34	-1
11.925	0.505588	559	-1	35	-1
12.5005	0.460526	559	-1	36	-1
9.46069	0.430556	559	-1	37	-1
11.0495	0.523871	559	-1	38	-1
17.1609	0.51641	559	-1	39	-1
12.5143	0.442821	559	-1	40	-1
12.6153	0.527879	559	-1	41	-1
13.3168	0.43625	559	-1	42	-1
17.109	0.49775	559	-1	43	-1
14.3795	0.531429	559	-1	44	-1
12.6717	0.479189	559	-1	45	-1
11.3098	0.547586	559	-1	46	-1
10.8054	0.35	559	-1	47	-1
9.67044	0.449429	559	-1	48	-1
14.6753	0.564375	559	-1	49	-1
12.7994	0.508	559	-1	50	-1
12.6544	0.53875	559	-1	51	-1
13.5967	0.551562	559	-1	52	-1
13.4775	0.540303	559	-1	53	-1
12.7994	0.508	559	-1	54	-1
16.4161	0.534595	559	-1	55	-1
12.7726	0.426	559	-1	56	-1
13.469	0.529706	559	-1	57	-1
13.6823	0.463846	559	-1	58	-1
15.5588	0.523514	559	-1	59	-1
13.0177	0.498889	559	-1	60	-1
11.4604	0.457027	559	-1	61	-1
12.5005	0.460526	559	-1	62	-1
10.812	0.472857	559	-1	64	-1
8.61503	0.33375	559	-1	65	-1
13.7466	0.482105	559	-1	66	-1
11.1326	0.535333	559	-1	67	-1
6.96042	0.25	559	-1	68	-1
12.5143	0.442821	559	-1	69	-1
10.8368	0.428158	559	-1	70	-1
11.925	0.505588	559	-1	71	-1
12.0365	0.549	559	-1	72	-1
14.3795	0.531429	559	-1	73	-1
8.43183	0.390541	559	-1	74	-1
15.7272	0.47725	559	-1	75	-1
13.7412	0.510278	559	-1	76	-1
11.3673	0.438947	559	-1	77	-1
9.4427	0.35425	559	-1	78	-1
11.1077	0.50303	559	-1	79	-1
13.0855	0.453333	559	-1	80	-1
10.362	0.434865	559	-1	81	-1
12.6153	0.527879	559	-1	82	-1
9.59767	0.508	559	-1	83	-1
12.7994	0.508	559	-1	84	-1
16.4461	0.565882	559	-1	85	-1
11.9212	0.449737	559	-1	86	-1
12.5005	0.460526	559	-1	87	-1
11.097	0.464722	559	-1	88	-1
10.2257	0.461143	559	-1	89	-1
9.02304	0.344	559	-1	90	-1
12.0937	0.496286	559	-1	91	-1
10.5942	0.481471	559	-1	92	-1
14.5176	0.521667	559	-1	93	-1
11.9212	0.449737	559	-1	94	-1
