17.4922	0.456889	602	-1	0	-1
12.0504	0.360833	602	-1	1	-1
15.0219	0.413617	602	-1	2	-1
16.9662	0.435745	602	-1	3	-1
16.6577	0.456364	602	-1	4	-1
11.1583	0.405714	602	-1	5	-1
12.4633	0.452632	602	-1	6	-1
14.6854	0.443721	602	-1	7	-1
13.9561	0.442857	602	-1	8	-1
19.0963	0.4475	602	-1	9	-1
12.7525	0.371667	602	-1	10	-1
15.0219	0.413617	602	-1	11	-1
19.6757	0.418824	602	-1	12	-1
15.781	0.467317	602	-1	13	-1
13.7778	0.466316	602	-1	14	-1
11.8654	0.451892	602	-1	15	-1
11.9945	0.465143	602	-1	16	-1
12.0035	0.418095	602	-1	17	-1
10.7353	0.450286	602	-1	18	-1
12.4633	0.452632	602	-1	19	-1
16.6577	0.456364	602	-1	20	-1
14.4182	0.466667	602	-1	21	-1
10.1246	0.413333	602	-1	22	-1
14.4126	0.454634	602	-1	23	-1
10.6482	0.48	602	-1	24	-1
15.1014	0.404167	602	-1	25	-1
13.9561	0.442857	602	-1	26	-1
13.7778	0.466316	602	-1	27	-1
10.3843	0.46375	602	-1	28	-1
16.6577	0.456364	602	-1	29	-1
15.781	0.467317	602	-1	30	-1
15.085	0.467	602	-1	31	-1
11.6828	0.342041	602	-1	32	-1
7.35566	0.225098	602	-1	33	-1
13.7344	0.454	602	-1	34	-1
13.0855	0.453333	602	-1	35	-1
11.0384	0.395349	602	-1	36	-1
16.0472	0.434783	602	-1	37	-1
14.4382	0.48	602	-1	38	-1
14.6854	0.443721	602	-1	39	-1
21.4695	0.4488	602	-1	40	-1
13.1616	0.465946	602	-1	41	-1
17.0501	0.416327	602	-1	42	-1
15.193	0.433778	602	-1	43	-1
14.4182	0.466667	602	-1	44	-1
17.4922	0.456889	602	-1	45	-1
12.1778	0.48	602	-1	46	-1
15.9423	0.35	602	-1	47	-1
13.6405	0.431628	602	-1	48	-1
13.2728	0.48	602	-1	49	-1
13.7344	0.454	602	-1	50	-1
11.9945	0.465143	602	-1	51	-1
13.8461	0.48	602	-1	52	-1
15.0507	0.48	602	-1	53	-1
15.781	0.467317	602	-1	54	-1
15.781	0.467317	602	-1	55	-1
14.2727	0.393333	602	-1	56	-1
16.344	0.48	602	-1	57	-1
16.9662	0.435745	602	-1	58	-1
14.4126	0.454634	602	-1	59	-1
15.1232	0.455238	602	-1	60	-1
15.193	0.433778	602	-1	61	-1
12.5533	0.409091	602	-1	62	-1
5.82576	0.16	602	-1	63	-1
10.7203	0.415	602	-1	64	-1
15.9423	0.35	602	-1	65	-1
14.3933	0.432727	602	-1	66	-1
13.2728	0.48	602	-1	67	-1
9.99057	0.25	602	-1	68	-1
19.0642	0.437551	602	-1	69	-1
19.0642	0.437551	602	-1	70	-1
17.7429	0.48	602	-1	71	-1
12.7171	0.48	602	-1	72	-1
14.4182	0.466667	602	-1	73	-1
19.2383	0.428	602	-1	74	-1
13.3182	0.410667	602	-1	75	-1
14.4126	0.454634	602	-1	76	-1
20.2134	0.448163	602	-1	77	-1
12.7605	0.3448	602	-1	78	-1
17.0289	0.48	602	-1	79	-1
20.2134	0.448163	602	-1	80	-1
16.9662	0.435745	602	-1	81	-1
15.6853	0.48	602	-1	82	-1
11.9945	0.465143	602	-1	83	-1
15.781	0.467317	602	-1	84	-1
14.4382	0.48	602	-1	85	-1
16.9662	0.435745	602	-1	86	-1
14.2155	0.422222	602	-1	87	-1
12.0035	0.418095	602	-1	88	-1
11.3456	0.416585	602	-1	89	-1
10.4491	0.320816	602	-1	90	-1
12.6027	0.441	602	-1	91	-1
16.5093	0.467619	602	-1	92	-1
13.7344	0.454	602	-1	93	-1
15.0523	0.423478	602	-1	94	-1
17.4922	0.456889	602	-1	95	-1
15.9423	0.35	602	-1	96	-1
14.4182	0.466667	602	-1	97	-1
12.1778	0.48	602	-1	98	-1
15.781	0.467317	602	-1	99	-1
15.085	0.467	602	-1	100	-1
5.41077	0.15	602	-1	101	-1
9.6827	0.448485	602	-1	102	-1
11.3673	0.438947	602	-1	103	-1
16.1486	0.405714	602	-1	104	-1
8.98438	0.306667	602	-1	105	-1
11.8654	0.451892	602	-1	106	-1
17.1443	0.446087	602	-1	108	-1
13.8461	0.48	602	-1	109	-1
15.781	0.467317	602	-1	110	-1
17.1443	0.446087	602	-1	111	-1
14.4182	0.466667	602	-1	112	-1
17.0501	0.416327	602	-1	113	-1
14.6854	0.443721	602	-1	114	-1
14.6854	0.443721	602	-1	115	-1
17.2737	0.467907	602	-1	116	-1
14.4126	0.454634	602	-1	117	-1
16.2727	0.445333	602	-1	118	-1
13.2632	0.441951	602	-1	119	-1
13.2632	0.441951	602	-1	120	-1
17.0289	0.48	602	-1	121	-1
13.0265	0.363265	602	-1	122	-1
12.4866	0.399111	602	-1	123	-1
11.1443	0.48	602	-1	124	-1
13.7778	0.466316	602	-1	125	-1
16.6577	0.456364	602	-1	126	-1
13.9561	0.442857	602	-1	127	-1
8.80754	0.255686	602	-1	128	-1
11.8353	0.407442	602	-1	129	-1
12.0035	0.418095	602	-1	130	-1
15.1232	0.455238	602	-1	131	-1
13.3182	0.410667	602	-1	132	-1
11.8654	0.451892	602	-1	133	-1
11.4403	0.464706	602	-1	134	-1
15.4556	0.444545	602	-1	135	-1
17.3346	0.4072	602	-1	136	-1
14.6854	0.443721	602	-1	137	-1
11.9717	0.44	602	-1	138	-1
14.3933	0.432727	602	-1	139	-1
16.2727	0.445333	602	-1	140	-1
13.1616	0.465946	602	-1	141	-1
14.4182	0.466667	602	-1	142	-1
17.7429	0.48	602	-1	143	-1
13.2728	0.48	602	-1	144	-1
13.7344	0.454	602	-1	145	-1
13.6405	0.431628	602	-1	146	-1
15.085	0.467	602	-1	147	-1
13.6405	0.431628	602	-1	148	-1
16.9348	0.425833	602	-1	149	-1
16.6577	0.456364	602	-1	150	-1
15.1232	0.455238	602	-1	151	-1
21.8875	0.48	602	-1	152	-1
13.0265	0.363265	602	-1	153	-1
15.1232	0.455238	602	-1	154	-1
14.5036	0.38449	602	-1	155	-1
14.8791	0.376	602	-1	156	-1
13.2632	0.441951	602	-1	157	-1
11.4403	0.464706	602	-1	158	-1
11.4894	0.324	602	-1	159	-1
19.2711	0.48	602	-1	160	-1
5.00384	0.14	602	-1	161	-1
15.4556	0.444545	602	-1	162	-1
13.6405	0.431628	602	-1	163	-1
15.1232	0.455238	602	-1	164	-1
14.8791	0.376	602	-1	165	-1
12.7171	0.48	602	-1	166	-1
11.9717	0.44	602	-1	167	-1
14.6854	0.443721	602	-1	168	-1
15.781	0.467317	602	-1	169	-1
17.3346	0.4072	602	-1	170	-1
14.4382	0.48	602	-1	171	-1
11.739	0.397273	602	-1	172	-1
12.6027	0.441	602	-1	173	-1
13.3182	0.410667	602	-1	174	-1
13.2728	0.48	602	-1	175	-1
15.1232	0.455238	602	-1	176	-1
10.165	0.48	602	-1	177	-1
15.085	0.467	602	-1	178	-1
14.4126	0.454634	602	-1	179	-1
12.5533	0.409091	602	-1	180	-1
13.7344	0.454	602	-1	181	-1
11.6538	0.48	602	-1	182	-1
15.0523	0.423478	602	-1	183	-1
16.344	0.48	602	-1	184	-1
13.2728	0.48	602	-1	185	-1
14.1376	0.412174	602	-1	186	-1
13.3182	0.410667	602	-1	187	-1
15.0219	0.413617	602	-1	188	-1
12.5677	0.465556	602	-1	189	-1
14.4126	0.454634	602	-1	190	-1
13.2632	0.441951	602	-1	191	-1
12.4633	0.452632	602	-1	192	-1
11.9945	0.465143	602	-1	193	-1
14.1376	0.412174	602	-1	194	-1
12.1574	0.29	602	-1	195	-1
13.2728	0.48	602	-1	196	-1
15.3023	0.395102	602	-1	197	-1
11.2899	0.451111	602	-1	198	-1
12.4633	0.452632	602	-1	199	-1
13.0265	0.363265	602	-1	200	-1
13.7344	0.454	602	-1	201	-1
12.7465	0.327059	602	-1	202	-1
12.4633	0.452632	602	-1	203	-1
13.2632	0.441951	602	-1	204	-1
11.3456	0.416585	602	-1	205	-1
11.8353	0.407442	602	-1	206	-1
12.6978	0.419535	602	-1	207	-1
16.5093	0.467619	602	-1	208	-1
15.0507	0.48	602	-1	209	-1
13.8461	0.48	602	-1	210	-1
18.489	0.48	602	-1	211	-1
